Tue Aug 25 22:18:33 PDT 2015 --  @evalencia0212 we all can't be as fabulous as I am 🏾🏾🏾🏾 pic.twitter.com/jNZFhkTjoH
Wed Jan 21 00:27:05 PST 2015 --  @evalencia0212 I hate that such a strong person is gone .
Tue Jan 20 23:29:20 PST 2015 --  My heart breaks every time I hear Diem say she planned on having kids & how she loved having CT as her partner . pic.twitter.com/B7Z821zz0s
Tue Jan 20 21:54:40 PST 2015 --  I wanna meet @MileyCyrus I fucking love you girl! You are my idol #fuckthehaters #domythang ugh fml!
Sun Nov 09 11:30:08 PST 2014 --  Note to self: When you're talking to a female always remember that you're also talking to her friends via screenshots.
Sat Oct 11 16:29:39 PDT 2014 --  When you at a prep rally and you can't find the squad pic.twitter.com/41Wali8HZS
Mon Jan 19 22:42:40 PST 2015 --  @evalencia0212 i miss seeing you too. What are you taking?
Mon Jan 19 22:39:29 PST 2015 --  Miss seeing @Trapez13 at mission! We need to do something bruh
Wed Dec 03 14:00:36 PST 2014 --  i love it when people's laugh are funnier than the actual joke
Fri Jan 16 17:15:07 PST 2015 --  Want tix to see @CageTheElephant live in Los Angeles at the Tower Theatre Friday 2/6? Follow us & RT to win. Winner announced at 6:30pm. Go!
Mon Jan 12 23:24:56 PST 2015 --  This detox will be the end of me
Mon Jan 12 10:51:02 PST 2015 --  Remeber guys if you need flowers dm me! Our Valentines Day sale ends Feb 4th!! All preorders receive 30%OFF! pic.twitter.com/JE0wip0fSM
Sat Jan 10 23:38:06 PST 2015 --  Testing our creativity disney accessories!!! If you want something DM me and we will see what we can do!! pic.twitter.com/Tn3f6RHt6w
Thu Jan 08 21:32:22 PST 2015 --  “ @TheFunnyVine: When bae acting crazy for no reason https://vine.co/v/OpaXJOZleuF ” how I feel with @viviiiiig
Tue Jan 06 18:45:52 PST 2015 --  RT for a chance to win the "Dexter Wings Tee". A random winner will be DM'd in 48 hours. (Must be following!) pic.twitter.com/CognMLVTbz
Sun Jan 04 15:58:55 PST 2015 --  
Thu Jan 01 13:11:54 PST 2015 --  You cant just sit there and put everyones lives ahead of yours thats not love! This is why I connect with The perks of Being a Wallflower
Thu Jan 01 12:00:29 PST 2015 --  For the next three months pic.twitter.com/td8Y2AFZrH
Tue Dec 30 22:38:03 PST 2014 --  If people gave me the chance they would know I'm pretty awesome!! If I wasn't such an introvert at times i would be more popular but is ok
Tue Dec 30 20:36:27 PST 2014 --  I regret opening up to certain people. It just bugs me knowing there's a few people out there who didn't even deserve to know me like that.
Tue Dec 30 20:12:27 PST 2014 --  Life is amazing when its just you and your music!
Tue Dec 30 17:02:37 PST 2014 --  Want tix to 10pm screening of Under The Skin w/live orchestration Tuesday 1/6 @RegentTheaterLA? Follow us & RT to win. 2 winners at 6pm.
Mon Dec 29 23:14:11 PST 2014 --  Guys big eyes was amazing
Mon Dec 29 16:17:10 PST 2014 --  Want tix to the sold out @foxygentheband show in Los Angeles Saturday 1/3 @theroxy? Follow us and RT to win. 2 winners at 6pm. Go!
Fri Dec 26 15:01:25 PST 2014 --  Want to see @fucktyler live on New Year's Eve @clubnokia in downtown LA? Follow us and RT to win. 2 winners announced at 5pm. Go!
Sat Dec 20 23:50:01 PST 2014 --  Guys DON'T get hints. You have to be straight forward.
Sat Dec 06 11:29:37 PST 2014 --  #SquadGoals pic.twitter.com/mL8utTCBZW
Wed Dec 17 16:40:33 PST 2014 --  Want to win tix to see @TheHobbitMovie #BattleOfFiveArmies in LA + #TheHobbit soundtrack? Follow us & RT to win! 3 winners announced at 6pm.
Fri Nov 14 07:30:27 PST 2014 --  I suck at texting unless: 1) We're in a relationship. 2) I like you. 3) Me and you are close af
Tue Dec 16 21:00:10 PST 2014 --  pic.twitter.com/vfEin61Loy
Fri Nov 28 10:12:10 PST 2014 --  Give me these over Jordan's all day every single day. pic.twitter.com/uHQ2HnMKYU
Fri Dec 12 15:46:54 PST 2014 --  will any vaas dance ever beat last year's winter formal? probably not
Mon Dec 15 19:22:29 PST 2014 --  Its time to try and look good again! Maybe I will find someone does amazing get you nothing now a days jesus people what am i doing wrong
Mon Dec 15 17:01:18 PST 2014 --  Want to see @SmashingPumpkin live in Los Angeles tomorrow @FondaTheatre? Follow us and RT to win. 2 winners announced at 6pm. Go!
Sun Dec 14 21:47:10 PST 2014 --  “ @LoquaciousLucas: “ @Tomm1975: I know where I want to be in 2015 pic.twitter.com/skUgM1z2Z2” Jesus fucking Christ” Ughhhh why am i not there!
Fri Dec 12 18:09:38 PST 2014 --  Girls are so ungrateful and cold-hearted these days to guys that treat them like royalty
Thu Dec 11 18:01:14 PST 2014 --  Want to see @anidifranco live in Los Angeles Wednesday, March 18 @LAOrpheum? Follow us & RT to win. We'll announce 2 winners at 7pm. Go!
Wed Dec 10 22:59:05 PST 2014 --  BREAKING: #AMBERALERT just issued for these 4 brothers missing from the LA area. RT to spread the word pic.twitter.com/qRrah2gXxI
Wed Dec 10 23:04:59 PST 2014 --  @evalencia0212 @viviiiiig haha I love the meal deal she has a drink and chips and the hot dog for 5 bucks
Wed Dec 10 18:41:23 PST 2014 --  All these winter formal posts remind me of the great times @SandyTxoxo #bossassbitches
Tue Dec 09 10:30:06 PST 2014 --  Seriously pic.twitter.com/tqZc718Ky7
Tue Dec 09 01:26:01 PST 2014 --  Ugh i can't sleep and i have school tomorrow morning
Tue Dec 09 01:14:29 PST 2014 --  when you get in a fight w ur parents and go to ur room but then u get hungry so u mentally prepare yourself for ur appearance in the kitchen
Mon Dec 08 23:50:14 PST 2014 --  Just be you, and if people don’t like it, well, fuck them.
Sun Dec 07 23:12:37 PST 2014 --  This is the life guys. Music before bed. pic.twitter.com/4GgjLHBIz7
Sun Dec 07 11:30:16 PST 2014 --  When your friend takes an ugly picture of you pic.twitter.com/qAm3xpyFAH
Sun Dec 07 13:19:41 PST 2014 --  Bitches be like " you know my name, not my story" I be like.. I dont give a fuck about either one.
Fri Dec 05 12:43:01 PST 2014 --  Candice is fine http://twitter.com/iLGDaily/status/537151244192997376/photo/1pic.twitter.com/jAW8cICvuL 
Sat Dec 06 16:39:47 PST 2014 --  “ @shainedawson: When you suck at replying to people pic.twitter.com/2dYeJds0ar” @viviiiiig
Tue Dec 02 20:34:48 PST 2014 --  “ @WorldStarFunny: I'm dying pic.twitter.com/xSomxyQWGt” @LoL_creeps @AdotPdot2 @Bird_Man_Alex @dreaakinns @Grizzly_face_
Tue Dec 02 17:30:18 PST 2014 --  Want to see Christopher Owens ( @Chri55yBaby) live in LA Friday 12/5 @theTroubadour? Follow us and RT to win. 2 winners announced at 6:30pm.
Tue Dec 02 13:29:32 PST 2014 --  Drive safe everyone who is driving today I have seen a lot of accidents and a crazy car swerve so please be careful.
Tue Nov 25 16:06:08 PST 2014 --  Want to see @PulpTheFilm this Saturday 11/29 at 7pm @cinefamily in LA? Follow us & RT to win tix. 3 winners announced today at 5:30pm. Go!
Mon Nov 24 18:14:37 PST 2014 --  FAIL! :D https://vine.co/v/hTat6rTg75J 
Thu Nov 20 22:50:51 PST 2014 --  All i gotta say is holy fuck! Amazing!
Thu Nov 20 17:05:08 PST 2014 --  Kid learn personal space
Thu Nov 20 14:11:42 PST 2014 --  The stars the moon they have all been blown out You left me in the dark No dawn no day I'm always in this twilight In the shadow of ur heart
Wed Nov 19 23:20:06 PST 2014 --  Well said .. pic.twitter.com/VMAfrmzZte
Wed Nov 19 22:40:00 PST 2014 --  LIKING SOMEONE IS SO STRESSFUL.
Mon Nov 17 10:02:57 PST 2014 --  Live in LA and want to see @HoodieAllen today at 3:00p? RT to win passes NOW! GO GO GO #NextUp
Sun Nov 16 23:23:48 PST 2014 --  Why do i underestimate myself why cant i just go for it the thing i want is whats stopping me the fear of losing this wow!
Thu Nov 13 18:58:55 PST 2014 --  RT to win tix to #REMbyMTV documentary screening in Los Angeles Tues 11/18 at 7pm at #TheLandmarkLA AND an REM prize pack! 2 winners at 8pm.
Wed Nov 12 14:15:19 PST 2014 --  RT to win test pressing of @DamienRice's #MyFavouriteFadedFantasy LP + wooden box package AND chance to win a Denon turntable! Winner @ 4pm.
Tue Nov 11 17:41:34 PST 2014 --  Dying for tickets to @1027KIISFM jingle ball! Won last year and now I'm having withdrawal!!!! why is it so hard!!!!
Tue Nov 11 17:00:58 PST 2014 --  Want to see @RAC live in Los Angeles Thursday 11/13 @FondaTheatre? Follow us and RT to win. 2 winners announced at 6pm. Go!
Mon Nov 10 17:17:54 PST 2014 --  Want to see @tameimpala live in Los Angeles Wednesday 11/12 @ShrineLA? Follow us and RT to win. 2 winners announced at 7pm. Go!
Tue Nov 04 17:10:01 PST 2014 --  Please!!!!! Teacher do not come I am not in the mood for class!!!
Fri Oct 31 18:40:05 PDT 2014 --  It's like .... pic.twitter.com/eYJ49IPDeb
Fri Oct 31 10:06:01 PDT 2014 --  Today, we celebrate the past and those in it. Happy  #DíadelosMuertos! pic.twitter.com/pSMHXESSb8
Wed Oct 29 23:17:39 PDT 2014 --  Goodnight pic.twitter.com/ArDDDzPaiq
Wed Oct 29 23:14:49 PDT 2014 --  I need to do some fun stuff with people. Lets make plans! Someone lets do something fun
Wed Oct 29 19:59:44 PDT 2014 --  Omfg these kids are my breaking point! they need to stop yelling they are old enough to know its annoying
Tue Oct 28 13:15:21 PDT 2014 --  When you don't like a bitch so your best friend doesn't like them either
Sat Oct 18 09:52:00 PDT 2014 --  This is true pic.twitter.com/y3EfRI8IDp
Sat Oct 25 23:00:22 PDT 2014 --  The movie recorded at vaas forgot to specify
Sat Oct 25 22:58:49 PDT 2014 --  Watching the vaas movie and just saw itzhel and victor
Thu Oct 23 22:14:53 PDT 2014 --  So many design ideas for tattoos but...no money
Thu Oct 23 20:12:34 PDT 2014 --  When someone gets some of your food without asking https://vine.co/v/h9qbOiE51Wn 
Thu Oct 23 12:30:34 PDT 2014 --  The darkest chapter goes back to the beginning. Watch the EXCLUSIVE #Insidious Chapter 3 teaser trailer - May 29. https://amp.twimg.com/v/6f161eb7-7e35-42f6-9f4a-e2145e7efb26 …
Wed Oct 22 20:03:07 PDT 2014 --  Emma Stone is pic.twitter.com/EisXz8xYL4
Tue Oct 21 20:50:09 PDT 2014 --  Cutest Halloween costume ever https://vine.co/v/ObnXqe6taU5 
Tue Oct 21 17:10:15 PDT 2014 --  Guilty of this pic.twitter.com/j7onf2WplP
Mon Oct 20 09:06:50 PDT 2014 --  When I say I'm "broke" that doesn't mean $0, it means I have responsibilities I have to handle before spending it on some dumb shit.
Tue Oct 21 16:30:33 PDT 2014 --  Why am i doing nothing relevant with my life? A little sad that I've had little impact on this wretched world. Time to do something!
Mon Oct 20 23:25:18 PDT 2014 --  If I consider you a friend, best believe I'll do whatever I can to support you and make sure you make it to the top.
Mon Oct 20 23:31:35 PDT 2014 --  I feel @AWiseBlackGuy has these inspirational tweets and im here retweeting dumb funny pics #sadlife
Sun Oct 19 18:32:53 PDT 2014 --  being 18 in a Hispanic family doesn't mean anything. Your parents control you until you leave the house lol
Sun Oct 19 21:55:33 PDT 2014 --  boys should care about what they wear in public like come on try!!!
Fri Oct 17 20:09:33 PDT 2014 --  pic.twitter.com/4NCyf82RHH
Fri Oct 17 19:12:46 PDT 2014 --  This cold weather is perfect. I am in love with it.
Fri Oct 17 14:30:15 PDT 2014 --  Congrats to @evalencia0212 & @Eva_Friedman who won tix to see @whitedenimmusic in Los Angeles October 21 @FondaTheatre! More giveaways soon!
Fri Oct 17 13:16:05 PDT 2014 --  Want to see @whitedenimmusic live in Los Angeles Tuesday, Oct 21 @FondaTheatre? Follow us and RT to win! 2 winners announced at 2:30pm. Go!
Thu Oct 16 16:30:15 PDT 2014 --  Want tix to the SOLD OUT @LanaDelRey concert tomorrow @hwdforever? Follow us and RT to win. We'll announce winner at 6pm. Go!
Thu Oct 16 00:19:07 PDT 2014 --  Wanna have a birthday party but most of my friends are far so sad.
Wed Oct 15 19:10:48 PDT 2014 --  Turn up with the mariachi at mission
Tue Oct 14 18:41:49 PDT 2014 --  The weather is so amazing pic.twitter.com/QrjIj79T2R
Mon Oct 13 19:50:24 PDT 2014 --  How's senior year Where are you going to college What's your major Do you plan on interning Where are you gonna live pic.twitter.com/as4dBLH2hD
Sat Oct 11 05:17:11 PDT 2014 --  this bitch.. pic.twitter.com/MgLXJxToDn
Thu Oct 09 10:21:24 PDT 2014 --  Its such a beautiful day. This is the weather I live for
Wed Oct 08 17:13:32 PDT 2014 --  when your family won’t stop talking and your favourite show is on tv pic.twitter.com/Vfrlrd7X4O
Wed Oct 08 13:18:06 PDT 2014 --  Waiting for AHS like.. pic.twitter.com/Tn3TfETgrr
Tue Oct 07 21:04:19 PDT 2014 --  when someone is grading ur paper & asks the teacher "does it count if they put..." pic.twitter.com/BTEk7cd87G
Mon Oct 06 21:48:35 PDT 2014 --  I apologize right now cus half my posts will be about american horror story #ahs
Mon Oct 06 21:41:03 PDT 2014 --  I can't wait for American Horror Story!
Mon Oct 06 18:13:45 PDT 2014 --  Alright I'm ready for the American Horror Story and The Walking Dead
Sun Oct 05 23:33:52 PDT 2014 --  #dead just got home from disney pic.twitter.com/ckCPaELdt4
Thu Oct 02 21:29:59 PDT 2014 --  SOMEONE PLEASE TRANSLATE WHAT THIS MAN IS SAYING!! LMAO https://vine.co/v/MDLu6FpptFh 
