Fri Aug 28 14:17:56 PDT 2015 --  this is so me pic.twitter.com/zJLcMazciv
Sun May 03 03:50:19 PDT 2015 --  When a person laughs too much, even on stupid things, that person is sad deep inside. When a person sleeps a lot, that person is lonely.
Fri Mar 20 16:10:04 PDT 2015 --  A negative mind will never give you a positive life.
Fri Mar 20 14:10:04 PDT 2015 --  Don't be so quick to believe what you hear because lies spread quicker than the truth.
Sat May 02 03:58:18 PDT 2015 --  Rt if you like " I'm not a vampire " By Falling in Reverse pic.twitter.com/y4HrOdAW3t
Sat May 02 04:39:27 PDT 2015 --  MY CREW pic.twitter.com/MkKlLqTFEa
Fri May 01 14:31:20 PDT 2015 --  #Aquarius: Quirky and honest!
Fri May 01 14:16:06 PDT 2015 --  ur eyes water when u yawn because u miss ur bed and it makes u sad
Fri May 01 14:30:22 PDT 2015 --  rt if you’re a nice person but hate everyone
Mon Apr 27 12:36:50 PDT 2015 --  Me pic.twitter.com/agR5gc2aG5
Thu Mar 12 09:40:01 PDT 2015 --  "truth or dare" "truth" "what's your credit card number"
Sun Apr 26 17:38:11 PDT 2015 --  Retweet if this describes you pic.twitter.com/tZXznE1gjE
Tue Apr 21 06:13:03 PDT 2015 --  “Loneliness: there is no organ that can take it all.”
Tue Apr 28 19:42:15 PDT 2015 --  I hope one day someone asks you about him and you laugh instead of feeling a double edged dagger on your chest
Mon Apr 27 06:36:15 PDT 2015 --  Yep pic.twitter.com/jIpXX3x7mP
Mon Apr 27 13:37:57 PDT 2015 --  the signs strengths pic.twitter.com/mKl04BwNvs
Mon Apr 27 18:56:06 PDT 2015 --  mhmm pic.twitter.com/rUpTaPzWze
Fri Nov 21 08:34:41 PST 2014 --  Classwork: A Homework: A Classwork: A Homework: A Classwork: A Homework: A Test: F Final Grade: F
