Thu Aug 13 21:15:34 PDT 2015 --  this my mom pic.twitter.com/JAcQ6NfSKF
Thu Oct 25 23:49:23 PDT 2012 --  I hate wen pussy play me nd now im gonna end thiz fucking game... i promise at tha end of this u will b crying...
Thu Oct 25 22:47:12 PDT 2012 --  One time i heard her voice nd thatz wen i knew she was over me,itz a shame but it's life nd only time will tell,aye she kno i still love her
Thu Oct 25 19:40:45 PDT 2012 --  #Aries accepts & dispenses the unsugarcoated truth about things, people & situations.
Thu Oct 25 18:53:37 PDT 2012 --  I've been thinking bout u...everyday in every way...crazy hw i wont sleep without u here, #THISONE4UBABYGIRL...
Wed Oct 24 19:47:10 PDT 2012 --  When a girl cries for a guy it means she really misses him. But when a guy cries for a girl, nobody can love that girl more than him.
Thu Oct 25 14:46:44 PDT 2012 --  If I get mad at you, That means I still care. Worry when I don't get mad
Thu Oct 25 07:29:55 PDT 2012 --  I like food and sleep. So if I give you my food or text you all night, you're special to me.
Thu Oct 25 07:32:52 PDT 2012 --  Moving out of philly,thank u nd i guess this will b my new start.all 4 one nd one 4 myself.force 2 grow at a young age is hard but itz life.
Thu Oct 25 01:33:28 PDT 2012 --  Umm i wish i can talk 2 u...
Thu Oct 25 00:12:05 PDT 2012 --  I cant b here,i really need my own.cant do thiz no more.i really need my own air,space,nd every thing esle.gotta go gotta buz 2 catch 2x...
Tue Oct 23 16:22:01 PDT 2012 --  At 5 I was a OG... Come on man this world is mine nd imma take it...
Tue Oct 23 16:18:46 PDT 2012 --  CTG3...
Tue Oct 23 08:33:40 PDT 2012 --  Looking at old pics nd music, nd I c itz me.im sorry 2 everyone nd promise it wont happen again.hope yahoo can 4give me but til then bye 4E.
Mon Oct 22 20:03:25 PDT 2012 --  I hate being alone but I guess itz tha best 4 me,only me but I dont ask y cause ik everything happens 4 a reason nd itz cool.miss u wen im..
Mon Oct 22 19:07:04 PDT 2012 --  Wish I had real family and friends... #realrapraw...
Sun Oct 21 20:48:54 PDT 2012 --  Boy oh boy I am tha man...
Sun Oct 21 00:14:01 PDT 2012 --  Watching movies wish I had someone here wit me...
Fri Oct 19 08:54:08 PDT 2012 --  Gm peoples,2 get this money nd fuck like 2 bitches 2 day... Letz get this shit started... Not love 4 these bitches, nd I gotta work 2morrow
Thu Oct 18 23:59:02 PDT 2012 --  Cant sleep, is it me or iz it tha shit nd people I worry bout...well look here im not worrying or rannin...wish I can sell my soul... ... ..
Thu Oct 18 16:27:11 PDT 2012 --  I guess itz me or tha bullets then... Sorry lord 4 tha sins I bring 2 thiz life...
Thu Oct 18 12:16:03 PDT 2012 --  Chilling with tha crew waitin 4 that call, got man head rite nd cant wait til skool...Can up say party...lol la salle r u ready 4 me?
Tue Oct 16 17:50:00 PDT 2012 --  they say mind over matter,so money on my mind and my life is tha only thing thats matter... #RealRapRaw. #Coldheartsinglelife... #MOB...
Mon Oct 15 17:17:14 PDT 2012 --  Never ask an #Aries the same question a dozen different ways. You sound like an idiot and you'll still get the same answer.
Mon Oct 15 14:11:50 PDT 2012 --  one more thing,a lot of shit is comin fast nd i like it.YOLO 4 fuckin life...imma have everythig b4 my bday... #RealRapRaw... (I LOVE ME...)
Mon Oct 15 14:05:12 PDT 2012 --  im workin nd im out tha shelter plus got my own room again,guess tha single life 4 me then.aye im my charlie s. shit,nw its time 4 tha car..
Sun Oct 14 10:50:51 PDT 2012 --  Got my own room again, imma keep goin,yea im tha shit nd im takin it all...get money fuck bitches kill cupid,lol my time iz here...(no love)
Thu Oct 11 07:50:53 PDT 2012 --  Wen a good girl gone bad she gone forever,so i say so long 4ever,til we meet again nd we can stay 2gether,speeding though life living better
Wed Oct 10 11:35:32 PDT 2012 --  aye i got ur bday presents shawty,i only got 2 get done one more thing nd u can have it(love you cause no one esle would ever got this...)
Tue Oct 09 07:54:37 PDT 2012 --  i dont wanna b here fuck everybody in thiz bitch...
Fri Oct 05 00:16:36 PDT 2012 --  You have to go through the worst to go to the best.
Fri Oct 05 07:59:32 PDT 2012 --  Dear God please show me a sign that we her nd I still got it,im missing her like crazy,if I lose her I lost my heart,im still in love wit u
Wed Oct 03 11:02:11 PDT 2012 --  It's better to surprise an #Aries than disappoint them.
Wed Oct 03 11:04:15 PDT 2012 --  wish i had someone 2 talk 2 b4 they 4get bout me...fuck it im out im goin back 2 tha shelter nd goin 2 sleep.i just wish i was talkin 2 u...
Wed Oct 03 10:04:22 PDT 2012 --  thiz shelter for tha birdz man,imma stay wit it cause tha end they gettin me my first apartment,so all i have 2 do iz get my car nd im b out
Sat Sep 29 18:18:25 PDT 2012 --  Sayin goodbye thiz iz my last tweet until my bday,thatz 6 months from nw nd,u understand were im comin from,I hope I found ur love… ILY AW4E
Sat Sep 29 00:57:28 PDT 2012 --  Just got in Thankz temple 4 tha crazy partyz...
Sat Sep 29 00:54:46 PDT 2012 --  2 fucked up nw.:-) .
Fri Sep 28 02:45:39 PDT 2012 --  Up nd up still sleepy... mizzin my other half... im nothing wit out u Ms. Robinson... I love u...
Sat Sep 22 00:12:33 PDT 2012 --  Early morning J then back 2 sleep. Thiz weed make me dream bout Ellen...I need more of thiz...(dam weed were u been all my life...)
Thu Sep 20 11:54:45 PDT 2012 --  Mizzin my Lil bro. WAT UP KI... I give a big s/o 2 u... http://instagr.am/p/PztEBOBUe-/ 
Wed Sep 19 22:48:21 PDT 2012 --  Hw can I b sad anyday nd I got something beautiful. http://instagr.am/p/PyTJnEhUUf/ 
Wed Sep 19 22:38:56 PDT 2012 --  I let them hate cause ik that we kno love iz always nd 4ever love u ma... http://instagr.am/p/PyRzxeBUUK/ 
Wed Sep 19 22:30:17 PDT 2012 --  Everytime I talk 2 u I melt.u kno u can get anything from me.im mizzin u like hell.Ily nd can't wait 2 c u again...
Tue Sep 18 18:37:59 PDT 2012 --  Food shopping wit my cuzin nd hiz baby momma Lol at them foolz
Mon Sep 17 20:32:47 PDT 2012 --  Im hungry...
Mon Sep 17 20:31:15 PDT 2012 --  Manning got a trick up hiz sleeve...
Mon Sep 17 19:31:29 PDT 2012 --  Yo tha broncos getting there ass bust. Tuck ass nd catch up niggas Lol...
Mon Sep 17 15:43:42 PDT 2012 --  I need some bunz yo. Im super fuckin hungry.
Mon Sep 17 15:41:02 PDT 2012 --  A bad #Aries is reckless and impulsive nor thinks clearly: hot-headed
Mon Sep 17 12:58:08 PDT 2012 --  Watchin TV mizzin tha best person that was there 4 me. Wish I can see her some day.
Sun Sep 16 22:55:50 PDT 2012 --  #Aries are happiest in constant motion and burn the candle at every end.
Sun Sep 16 18:23:17 PDT 2012 --  I need paper so I can write,so much shit iz on my mind.
Sun Sep 16 08:25:13 PDT 2012 --  I miss u.
Sun Sep 16 00:54:12 PDT 2012 --  Imu nd I still love u. Txt me or something.
Sat Sep 15 13:22:25 PDT 2012 --  Going 2 a party 2 nite,letz get thiz shit poppin.new Jersey I hope ya ready 4 chip cause 2 nite we gonna party.#RRR#PARTY LIFE#YOLO... (CTG)
Sat Sep 15 13:11:35 PDT 2012 --  Bored weekend but pray 4 my week 2 b good.just need someone 2 talk 2.
Sat Sep 15 08:52:30 PDT 2012 --  Yo I might have a new girlfriend cuz.
Sat Sep 15 08:48:12 PDT 2012 --  I never knew u liked me,I cant go wit u cause of my last relationship ma.itz not u or nothing I just...we can b friends.(Dam u sexy) #single
Thu Sep 13 21:43:40 PDT 2012 --  6months I can have my car nd house at tha same dam time yea my plan comin good but tha only thing thatz not looking good iz a girl...oh well
Thu Sep 13 16:20:22 PDT 2012 --  Goin out 2morrow nite,imma let my weekend take me away.
Thu Sep 13 09:08:53 PDT 2012 --  Feeling lonely,but Idc keep making thiz money. #IMONONE
Wed Sep 12 19:32:07 PDT 2012 --  Im on my level im here. Im just coasting.
Wed Sep 12 11:14:26 PDT 2012 --  Im addicted 2 tha rubberband,love seeing money doin handstands.
Wed Sep 12 07:02:20 PDT 2012 --  gotta a room now all i need iz a job. I got money itz more money i need.
Tue Sep 11 16:37:25 PDT 2012 --  Im hungry,bored,lonely,but in march I will have my car.Trust me itz going down nd itz Nunnin gonna stop me.found somewhere 2 stay. #imonone
Tue Sep 11 14:59:32 PDT 2012 --  @SnoopDogg #puffpuffpasstuesdays pic.twitter.com/YGOW7skp
Tue Sep 11 03:47:25 PDT 2012 --  Im gettin sick nd itz getting cold. Cant wait til march 2 get my car. Im done being homeless.6 months I got u.
Mon Sep 10 11:44:57 PDT 2012 --  I wish people stop acting like they care.if u really dont care tell me so I can leave u alone.im by myself nw so itz grind time nd im on...
Mon Sep 10 08:24:36 PDT 2012 --  These stamps need 2 hurry up.I need money asap.
Sun Sep 09 18:59:47 PDT 2012 --  Sorry 4 tha wrong goodbye, i got angry.imma miss ya.
Sat Sep 08 17:30:01 PDT 2012 --  All I have 2 do iz find somewere 2 stay nd im good.oh dont let me 4get that im mizzin her.24/7 u stay in my mind if u dont kno. Ily babe
Sat Sep 08 17:24:52 PDT 2012 --  Nw that im on my own nd living in tha streets itz time 4 me 2 move on nd do wat I gotta do.I thank u uncle Ben 4 kicking me out tha house.
Sat Sep 08 17:21:17 PDT 2012 --  Everything looking good.family reunion was great nd Monday im turning myself in.aye being homeless make u think u wish u had everyone back.
Thu Sep 06 09:48:08 PDT 2012 --  (Tattz dont lie) 50 cent 21 questions loud as weed in tha headphones...
Wed Sep 05 23:05:32 PDT 2012 --  family wont talk 2 me,no girl no more. #FML i have myself 2 blame.I will pick myself back up i promise.all it was a meltdown.imy nd ily... ..
Wed Sep 05 22:44:43 PDT 2012 --  u say i dont understand but i do nd ik that ur heart is hurting.ma my heart is hurtin 2 4 hurting u.i need 2 make thiz rite.ily imu (C.H.P.)
Wed Sep 05 22:41:24 PDT 2012 --  all tha songz i write r about u nd i really cant get u out my mind,baby im here still up on my grind,just call im not goin no where all here
Wed Sep 05 22:39:27 PDT 2012 --  i cant let u go.im still in love wit u.im lonely.im sorry 4 everything,please u have 2 belive me.im really by myself nd i relly need u.
Wed Sep 05 05:57:31 PDT 2012 --  I lost everything.I wish I can get it back.I really didnt mean no harm.Fuck it im off a cliff :'( (im mizzin my family nd mizzin Ellen) :(
Tue Sep 04 11:40:08 PDT 2012 --  Aye I'm out 2 court. Talk 2 ya later. Got a lot on my mind. 2x.
Tue Sep 04 07:34:25 PDT 2012 --  I love u nd I miss u. Im sorry 4 tha trouble I cause. ... ... ... I cant b without u. I wish u was here wit me nw so I can give u a kiss.
Mon Sep 03 20:56:03 PDT 2012 --  Cant sleep im goin 2 sit on tha roof. Gotta think cause nw im by myself. Family girl friends. Life is hard man but imma keep my head up 2x
Mon Sep 03 18:34:28 PDT 2012 --  I fucked up im sorry, cant be wit out u. #realrapraw I love u nd u wifey.
Mon Sep 03 09:06:28 PDT 2012 --  Stop putting ur fucking foot in ur mouth.I was sleep since someone made a choice 2 go back 2 skool.Ily nd imu,but u don't understand I c.
Sun Sep 02 09:12:27 PDT 2012 --  I love u lil mama.
Tue Aug 28 21:01:18 PDT 2012 --  #Aries are impulsive with GREAT intentions.
Fri Aug 24 07:54:58 PDT 2012 --  Hope I get thiz job.
Thu Aug 23 22:36:13 PDT 2012 --  No matter wat happens between uz I will always love u nd I will alwayz be there 4 u. Imu nd Ily. 2x Little Twit. (Im sorry 4 everything)
Thu Aug 23 21:01:15 PDT 2012 --  Dont upset an #Aries when they tell you to stop. You have to stop or else you will go home with a broken heart or a broken face.
Thu Aug 23 21:10:24 PDT 2012 --  I been thinkin all day on wat Imma say,I just wanna met u.I really think ik wat I have 2 say. I am sorry tho.Just ask 4 anything nd itz done
Thu Aug 23 17:44:45 PDT 2012 --  Feeling lonely even tho everybody around.
Wed Aug 22 19:04:22 PDT 2012 --  My cooking skill iz crazy yo
Mon Aug 20 19:22:10 PDT 2012 --  got my hair cut 2day nd got paid plus more.im chillin 4 tha rest of tha nite. cant wait til c wat thiz week got 4 me.(still on a nigga mind)
Mon Aug 20 06:52:24 PDT 2012 --  Goin 2 get my haircut nd get thiz money. Yea who can I c 2day?
Sun Aug 19 15:01:49 PDT 2012 --  #Aries can be blunt. This can piss you off.
Sun Aug 19 17:07:32 PDT 2012 --  Its not that #Aries always want to lead, it's just they find it easy take charge
Sun Aug 19 19:19:29 PDT 2012 --  How to seduce an #Aries With a lot of attention, affection.
Sun Aug 19 21:01:13 PDT 2012 --  #Aries is often successful because they dont give up until they get what they want.
Sun Aug 19 21:28:01 PDT 2012 --  Wondering wat she doing?
Sun Aug 19 17:26:43 PDT 2012 --  Chillin in my groove watchin kill bill. Thinkin on alot of shit.
Sun Aug 19 09:51:44 PDT 2012 --  Tampa bay gettin there ass bust yo
Sun Aug 19 07:17:00 PDT 2012 --  Just nw waking up.had fun last nite.weed,bottles,music nd a good time. Yea I love thiz weekend.also I got a hangover. Im goin back 2 sleep.
Sat Aug 18 05:46:32 PDT 2012 --  Yo nigga got barz man. Stayed up all nite writing nd nw im bout 2 get in tha shower nd hit tha streetz. Yea my weekend poppin.
Fri Aug 17 22:42:59 PDT 2012 --  Drake Marvin room on repeat nd thinking bout u. I understand nd thiz ain't tha drink talking. (Lol good timez play back)
Fri Aug 17 20:49:07 PDT 2012 --  A big booty hoe would be nice . .
Fri Aug 17 21:01:15 PDT 2012 --  An #Aries will pursue you but if you cant play their game, they will find someone who can.
Thu Aug 16 23:41:54 PDT 2012 --  im in love nd cant get u out my head.uk i cant get u out my head.im sorry please,i really dont want 2 fight wit u.i need u here babe... (EG)
Thu Aug 16 20:13:00 PDT 2012 --  i pray that i get thiz job yo thiz all i got. time 2 get shitty fresh 4 thiz job. imma ace thiz shit 2morrow. (thiz iz all i have pray 4 me)
Wed Aug 15 07:59:56 PDT 2012 --  God works in many ways u never know when u can receive a message
Wed Aug 15 08:18:18 PDT 2012 --  I feel like someone setting me up. Dont kno wat it iz but I hope it goes wrong.
Wed Aug 15 07:51:27 PDT 2012 --  I understand bout people feelings but I really dont care bout people in general Some people r extra.tha only person I care bout iz me #RRR
Wed Aug 15 07:29:11 PDT 2012 --  U really 4real bout thiz break.No problem c u next year.(uk wat u doin I just wish I knew)dam we could of had fun 2day but u pushing away 2x
Tue Aug 14 07:07:57 PDT 2012 --  Itz best 4 me 2 stay away from everyone.Im sorry but im just Nevermind I talk 2 ya later well no im not 2x c ya wen I c ya.Have a good life.
Mon Aug 13 10:23:19 PDT 2012 --  Aye can u pick up ur phone please
Fri Aug 10 21:25:04 PDT 2012 --  #Aries does not pussy foot around. They go all the way.
Fri Aug 10 21:41:14 PDT 2012 --  2 THA WORLD ND EVERYONE ELSE I HAVE SOME THING 2 SAY I LOVE @GotThat_Elnana nd I love u more then chicken. #RNS #REALRAPRAW
Fri Aug 10 21:14:31 PDT 2012 --  who wanna phone call #retweet !
Fri Aug 10 20:30:09 PDT 2012 --  Too much weed, aint enough weed.
Fri Aug 10 21:23:27 PDT 2012 --  " @DrakeYMCMB_: Texting you all night and day and not getting bored >>>"@GotThat_Elnana
Thu Aug 09 19:01:03 PDT 2012 --  One day, you'll regret losing me.
Thu Aug 09 16:56:20 PDT 2012 --  Goin back 2 sleep. ... ... ... :-(
Thu Aug 09 15:02:27 PDT 2012 --  Hw can i stop being depressed if everything nt rite.People say dont worry but I cant.I try my hardest 2 make myself smile but idk. #G.H.M.P.
Thu Aug 09 11:16:19 PDT 2012 --  Fuck it im gone, itz only me so fuck u nd ya. Idc no more. #T.C.H...
Thu Aug 09 10:48:35 PDT 2012 --  "@GotThat_Elnana: ok but why is your mom calling me to help HER son smh she better go somewhere"<<<< Thiz.
Tue Aug 07 22:30:07 PDT 2012 --  Chillin still up watchin TV. Had a good day working putting down tha carpet. Tha house iz almost done. Fix something then hit tha Z's. 2x.
Tue Aug 07 19:02:34 PDT 2012 --  Wish he hurry up so I can get back 2 tha block. My block poppin 2niré
Tue Aug 07 18:59:05 PDT 2012 --  Aye to go get my twin
Tue Aug 07 11:14:05 PDT 2012 --  So I guess im getting locked up Saturday then?Idc no more man fuck u nd ur mom.(even if thatz my grandmom) I pray 4 myself. C u in 6 months.
Sun Aug 05 04:02:00 PDT 2012 --  Sleepy nd hungry. I didnt get no sleep last nt.
Sat Aug 04 23:46:29 PDT 2012 --  Ily nd imu nd ftw cause u r my better.dont let other people take ur heart. #RNS #realrapraw
Sat Aug 04 21:29:47 PDT 2012 --  I check rest of tha year nd I got 3 interviews,a housing interview,nd im planning on goin back 2 skool.Yea no time 4 people. (I.H.P.) #RNS
Fri Aug 03 23:49:23 PDT 2012 --  Can't sleep just thinking bout u. I wanna talk 2 u.
Fri Aug 03 19:39:22 PDT 2012 --  At tha crib bored as shit man. Can't wait til Monday. I'm ghost nd I haven't 4 got bout u 2 shawty.
Fri Aug 03 05:16:41 PDT 2012 --  Yo bitch hurry tha fuck up nd get out tha bathroom. Wtf u takin so long I gotta go bitch.
Fri Aug 03 05:13:00 PDT 2012 --  Dam bout time we got new carpet nd I fuckz wit it 2. Gotta go back 2 home depot. Everything looking nw,wonder wat else gonna b new.
Fri Aug 03 02:15:44 PDT 2012 --  Wtf shut that kid up. Were tha fuck she come from
Thu Aug 02 22:32:16 PDT 2012 --  Goin 2 sleep, gotta headache hope everything b rite 2morrow. Had fun 2day shit really bout 2 pop. (Ain't nothing in my lane.) #F.S.F.B.G.M.
Thu Aug 02 22:07:39 PDT 2012 --  U alwayz come in need. Thank u so much. I really needed that. Gotta do it again some time
Thu Aug 02 22:01:03 PDT 2012 --  Imma just sit back nd relax nd by pass some people, I say watz up wen I riding pass. (Y.O.L.O +F.U.H.O.)
Thu Aug 02 10:26:37 PDT 2012 --  If I was u I pray 4 all ur groupies nd ex's cause I do got a bullet 4 all of them. Try me if u want 2. pic.twitter.com/RCaqqMpL
Thu Aug 02 10:04:04 PDT 2012 --  I am so glad im really nt smoking no more.
Thu Aug 02 05:50:33 PDT 2012 --  @GotThat_Elnana I just realized you're my password for almost everything smh
Sun Jul 29 22:52:33 PDT 2012 --  Real niggas stay real. #sleeponit
Sun Jul 29 22:53:04 PDT 2012 --  Lol they shootin Lol...
Sat Jul 28 15:25:00 PDT 2012 --  Back at tha house nd got a bottle so thiz gonna b a good nite
Sat Jul 28 10:50:53 PDT 2012 --  Bored,sober,nd dont have no one 2 talk 2. Thatz real bad. Matter of fact im out fuck wit ya later im goin back driving.
Sat Jul 28 08:57:09 PDT 2012 --  Yo wat did I do. Y r u not taking 2 me?
Sat Jul 28 05:38:53 PDT 2012 --  Yea day 4 nd movin.Seem like im doin thiz by myself.Girl dont understand nd I dont care but I do wish she was here.(F.L.S.)ND(D.F.G.)
Fri Jul 27 21:58:47 PDT 2012 --  Going 2 bed, my head still going. That mirror hurt. Good nite ladies nd gentlemen. 2x
Fri Jul 27 21:50:05 PDT 2012 --  Attributes for #Aries to develop: Co-operation, diplomacy, selflessness, sharing, increasing awareness of others' needs
Thu Jul 26 17:00:37 PDT 2012 --  time goes by a lot slower when you miss the one you love.
Fri Jul 27 20:37:02 PDT 2012 --  Wat 2 do? Bored wit a headache.
Fri Jul 27 17:49:02 PDT 2012 --  My head hurt nd itz pounding
Fri Jul 27 17:18:58 PDT 2012 --  Thiz shit hurt. Head nd all pic.twitter.com/U7tgPGZo
Fri Jul 27 12:17:54 PDT 2012 --  3rd day nt smokin nd it feels good,nd alot of thingz iz comin clear. I really comin back nd itz looking beautiful. (Letz get thiz poppin...)
Tue Jul 24 22:22:28 PDT 2012 --  Should I or shouldn't I hit him iz thatz tha question?
Tue Jul 24 19:10:00 PDT 2012 --  Death here black out on tha block
Tue Jul 24 07:37:44 PDT 2012 --  My uncle digging in that ass Lol @GotThat_Elnana
Mon Jul 23 18:56:20 PDT 2012 --  Chillin in my groove
Sat Jul 21 21:51:14 PDT 2012 --  I love being in moments like thiz. I do thank u 4 spending time wit me. I love thiz 4ever with every thing in itz place. (CTG3)
Sat Jul 21 20:00:41 PDT 2012 --  Music = Escape
Tue Jul 17 21:12:44 PDT 2012 --  Im groovin nd missin tha wifey. 2 shot of that G.G. aww man im on.
Tue Jul 17 20:10:38 PDT 2012 --  YOLO one time 4 tha bookz.
Mon Jul 16 13:11:32 PDT 2012 --  I feel like fucking
Mon Jul 16 10:02:06 PDT 2012 --  #Aries are feisty and love to argue.
Mon Jul 16 10:09:01 PDT 2012 --  Itz so hard 2 say goodbye.Im done wit tha laughin nd playin.I tried nd it doesing work so imma give u business man 100% nd thatz on G. (gwi)
Sun Jul 15 22:46:28 PDT 2012 --  Wow
Sun Jul 15 15:36:16 PDT 2012 --  Mizz u all day every day. (EC)
Sun Jul 15 05:35:30 PDT 2012 --  Late night conversations make you learn a lot about people..
Sun Jul 15 10:17:00 PDT 2012 --  Y u dont love fucking?
Sat Jul 14 11:07:00 PDT 2012 --  #js I need some ass
Fri Jul 06 23:03:35 PDT 2012 --  So no call, ok. Like real rap raw open ur mouth nd talk 2 me so everything can b ok. All I wanna kno can we talk bout it 2morrow. Talk 2 me
Tue Jul 03 08:47:09 PDT 2012 --  Bored as shit talking 2 a drank.
Sun Jul 01 13:09:28 PDT 2012 --  On my way 2 tha beach on my super laid back mood nd chill wit tha family so imma G plus 1 im gone.
Sun Jul 01 06:25:56 PDT 2012 --  Yea itz beach time. Wish she was here 2 come wit me, but she cant, so I just b depressed wit tha family.
Sat Jun 30 09:57:49 PDT 2012 --  Pics mean alot. U dont have 2 say anything.
Fri Jun 29 19:01:33 PDT 2012 --  Nothing turns off an #Aries like clinging, groveling, or excuses.
Fri Jun 29 12:22:44 PDT 2012 --  On my way 2 court.
Fri Jun 29 11:32:21 PDT 2012 --  Imma g plus one im gone. New leaf 2day if u don't like it 2x then.
Thu Jun 28 11:45:24 PDT 2012 --  Chillin outside blunt cîroc things moving smoothly.
Wed Jun 27 21:30:35 PDT 2012 --  Chillin wit u make me think tuxedo nd that good old white dress. Keep me like nd I promise u will have a winner. Letz get it poppin.
Tue Jun 26 19:25:33 PDT 2012 --  Dam were my homie at so we can get shit face fucked.
Mon Jun 25 19:48:31 PDT 2012 --  Yo 2day iz crazy yo nd tha nite not over.
Sat Jun 23 19:33:14 PDT 2012 --  Family here letz get thiz summer poppin.
Fri Jun 22 16:05:49 PDT 2012 --  Yo hw u just come in tha house nd go rite 4 a knife, thiz lil nigga crazy.
Fri Jun 22 16:04:05 PDT 2012 --  Yo that was close.
Fri Jun 22 01:47:08 PDT 2012 --  Ballin like a biiitch!! RT @Acehood In bamboo wit da homies!!! @BIRDMAN5STAR @JAE_MILLZ @LilChuckee wethebest YMCMB
Thu Jun 21 13:37:30 PDT 2012 --  That hit tha spot.
Thu Jun 21 13:32:30 PDT 2012 --  Itz kinda fun havin lil bro here.
Wed Jun 20 22:46:39 PDT 2012 --  #Aries are the best at dirty dancing and grinding.
Wed Jun 20 14:35:30 PDT 2012 --  Girl I want u 2 know I can't get u out my head. I just think u should kno that.
Wed Jun 20 08:16:28 PDT 2012 --  Yo who wanna keep me out tha house 4 2 weeks? (4real)
Tue Jun 19 23:27:24 PDT 2012 --  U must got me fucked up. If I gotta pay then u cant stay. Just like that, fuck wit it.I dont pay 4 pussy got that shawty?
Tue Jun 19 19:55:09 PDT 2012 --  Y not me?
Thu Apr 26 19:41:51 PDT 2012 --  RT IF YOU WERE BORN IN 1989,1990,1991,1992,1993,1994, 1995,1996,1997,1998,1999 follow @FactsOfSchool they can get u 1000 followers now!(;
Tue Jun 19 18:47:54 PDT 2012 --  My young bul comin 2morrpw. Yea thiz iz gonna b a crazy summer.
Tue Jun 19 11:49:58 PDT 2012 --  Yo i pray I get one of these jobs man
Tue Jun 19 11:23:38 PDT 2012 --  I hope u having a good day ma
Tue Jun 19 11:01:51 PDT 2012 --  U will b walking home wot ur teeth in ur hand try me
Tue Jun 19 09:07:22 PDT 2012 --  Can we get a lil breeze please
Tue Jun 19 09:03:09 PDT 2012 --  Death u gettin 2 closer 2 me.
Mon Jun 18 20:37:18 PDT 2012 --  Thatz fuck up yo. U ok other then that rite?
Mon Jun 18 13:13:23 PDT 2012 --  I hate rose brushes but I love roses.
Sat Jun 16 16:37:46 PDT 2012 --  #Aries simply don't notice that you have your own opinions, unless you shout at them.
Sun Jun 17 19:06:03 PDT 2012 --  Aye if u didnt kno my tweets speak.(Thatz Word 4 u babygirl... )
Sun Jun 17 18:11:32 PDT 2012 --  #Aries are highly motivated with strong personalities. ...
Sun Jun 17 11:18:10 PDT 2012 --  Ride or die ma imma let u choose. pic.twitter.com/7ce8SJfB
Sun Jun 17 08:28:01 PDT 2012 --  Happy Fathers Day to all the dads taking care of responsibilities. Salute!
Sun Jun 17 08:31:03 PDT 2012 --  i miss the you, the one who would do anything to make me smile not anything to make me sad! truth is i miss the old you!
Sun Jun 17 08:35:59 PDT 2012 --  Happy father's day 2 all tha real dad's nd 2 tha mothers that r being both.
Sun Jun 17 00:44:43 PDT 2012 --  Just woke up nd thinkin bout u. I day dream nd sleep steal bout u. Ily ma u cant c that?
Sat Jun 16 18:42:37 PDT 2012 --  New songs new pics just need a bad women 2 share it wit. Oh thank u 4 takin me 2 tha movies shawty. Next time itz on me.
Sat Jun 16 13:45:52 PDT 2012 --  Something new 4 myself. Had 2 get new time ya Digg me. pic.twitter.com/kyLnbo4d
Sat Jun 16 00:40:23 PDT 2012 --  An #Aries likes rough sex.
Sat Jun 16 04:16:26 PDT 2012 --  When an #Aries says they want to sleep with you, they certainly mean it and will do it.
Sat Jun 16 05:03:55 PDT 2012 --  #Aries not only talks the talk they build the path to walk the walk.
Sat Jun 16 08:20:35 PDT 2012 --  #Aries never hold grudges because life is too short.
Sat Jun 16 07:52:43 PDT 2012 --  Going shopping finally. Food clothes nd females, letz get it poppin.
Sat Jun 16 06:16:48 PDT 2012 --  Thank God 4 that brown paper bag so ik who nt gonna play games.
Fri Jun 15 21:29:51 PDT 2012 --  #Retweet For A S/O : )) !
Thu Jun 14 21:05:13 PDT 2012 --  Next tattoo. pic.twitter.com/vToo45OS
Thu Jun 14 13:33:34 PDT 2012 --  Talking 2 u iz all I care about. U make my day nd all I ever do iz think bout u. I promise we will b living 2gether so ma believe me wis ily
Fri Jun 08 18:50:47 PDT 2012 --  Some follow the beaten path. #Aries blaze the trail.
Fri Jun 08 05:28:04 PDT 2012 --  #Aries don't love to fight, they fight for love.
Fri Jun 08 08:34:04 PDT 2012 --  #TGIF
Fri Jun 08 08:10:48 PDT 2012 --  Itz Friday and im goin ham on niggas 2day fuckya
Fri Jun 08 07:33:43 PDT 2012 --  If u fall asleep in da studio u need to turn the fuck up. Quit being a Lil nigga
Thu Jun 07 17:14:22 PDT 2012 --  I hate staying in tha crib man. I wish I had someone here wit me.
Thu Jun 07 14:21:12 PDT 2012 --  Yea ma str8 like that. Peace of cake shawty
Thu Jun 07 07:05:29 PDT 2012 --  Fuck wat u heard imma get thiz shit yo watch me
Wed Jun 06 17:34:12 PDT 2012 --  No texts, no calls, nothing. But I'm still here thinking about you like crazy.
Wed Jun 06 17:47:30 PDT 2012 --  Got square so fuck going out buying my shoes nd shit like that I can do it in my living room.Shit iz getting better. IM MAKIN MONEYYY PUSSY
Sun Jun 03 20:05:17 PDT 2012 --  BEST KISSERS : Aquarius , Virgos , Taurus , Pisces , Aries , Gemini , Leo ,Cancer , Libras , Scorpios , Sagittarius > > >> " #RT If You One!
Fri Jun 01 16:41:52 PDT 2012 --  An #Aries was born to be #1.
Sat Jun 02 19:29:31 PDT 2012 --  I'm an #Aries because I'm a winner.
Sun Jun 03 10:20:59 PDT 2012 --  Breakfast in bed nd money in my pocket dam only if u was my girl,but dont want u.can thiz day get any better.
Fri Jun 01 15:02:06 PDT 2012 --  #Aries loves to spoil the ones they love
Fri Jun 01 17:01:53 PDT 2012 --  #Aries has a bit of a jealousy issue, but it comes from the heart.
