Fri Aug 28 12:10:07 PDT 2015 --  Today is the day you make a fresh start.
Sun Aug 02 07:40:50 PDT 2015 --  Heute um 23:20 auf VOX einschalten http://fb.me/3mHE9GlE9 
Mon Aug 03 00:41:30 PDT 2015 --  Meinen 100. Tweet wende ich an : @Deristycs_ @xeniashirizzle @_pxlxn_ @yakupelmas7 Das sind meine Löwenkinder Und natürlich @FazonHD
Sat Aug 01 15:42:38 PDT 2015 --  @SimonDesue Bruder die Menschen heutzutage sind fast alle Nichtsgönner. Solange sie selber nicht das gleiche oder doppelte haben.
Sat Aug 01 01:00:05 PDT 2015 --  Ein kleines Update zu meiner Tour: Köln ist fast ausverkauft! Sichert euch schnell eines der letzten Tickets!... http://fb.me/7FevR78lC 
Sat Aug 01 12:21:02 PDT 2015 --  Wieso ist Deutschland so von Neid geprägt?
Fri Jul 31 11:02:55 PDT 2015 --  New Babys
Fri Jul 31 07:07:16 PDT 2015 --  Supportet diese Veranstaltung, ich bin auch dabei. Jeder Rapfan, der dort erscheint, trägt seinen Teil dazu bei,... http://fb.me/2ZK8x750O 
Fri Jul 31 07:17:36 PDT 2015 --  @koolsavas @genetikk1 @dieorsons @Vega636 @RAderLehra @CurseZeit @laasunltd @VisaVie1 #montez #rap4good pic.twitter.com/w6f182og20
Fri Jul 31 08:06:44 PDT 2015 --  Ich: T-Shirt. Wetter: Ich: Pulli. Wetter:
Fri Jul 31 06:29:09 PDT 2015 --  Wenn ein Freund geht, muss man die Türe schließen, sonst wird es kalt.
Fri Jul 31 06:00:56 PDT 2015 --  Respekt. Wir, als deine Community werden immer hinter dir stehen. @MelinaSophie
Thu Jul 30 17:03:15 PDT 2015 --  Und mein Schlafrhythmus so 'is mir egal, egaaaaal... 🏼
Thu Jul 30 17:11:41 PDT 2015 --  @diese_ramona geht mir genauso
Thu Jul 30 10:29:27 PDT 2015 --  Hahahahahaha ich lache Hahahahahaha
Wed Jul 29 09:18:29 PDT 2015 --  me: i'm so done with him. it's too much. i'm throug- him: hey me: I missed the point, I misunderstood, then misspoke. I'm sorry.
Thu Jul 16 15:29:16 PDT 2015 --  lass die anderen sich verändern und bleib so wie du bist.
Thu Jul 30 07:35:34 PDT 2015 --  Sooo Haute Couture, ich hab keine Worte für... Heute begrab ich den Club Privé in Lloret de Mar!!! http://fb.me/4isSCl8w2 
Thu Jul 30 09:50:08 PDT 2015 --  Halb so arrogant, macht doppelt so sympathisch.
Wed Jul 29 08:34:34 PDT 2015 --  Glückwuuuuunsch @PaolaMariaONE
Tue Jul 28 12:29:08 PDT 2015 --  Ich wünsche dem TSVgg Stuttgart Münster alles gute für die kommende Saison. Mit dem Rebell Lounge LOGO auf der... http://fb.me/3A4SlH0DY 
Wed Jul 29 06:35:26 PDT 2015 --  Egal wie oft ich fliege, ich komme dem Himmel nicht näher. - @KCRebell45
Tue Jul 28 14:34:00 PDT 2015 --  Jeder Tag könnte unser letzter sein
Sun May 10 13:33:20 PDT 2015 --  Kim Possible been facetiming since 2002. pic.twitter.com/owMABiI14x
