Tue Aug 18 16:03:49 PDT 2015 --  BYE 🏻
Thu Feb 26 21:30:58 PST 2015 --  Elvis & Priscilla Presley on their wedding day, '67 pic.twitter.com/OYRZJve8JL
Sat Feb 28 13:52:54 PST 2015 --  Always died like 4.7 times in a one mile journey :-) peace love country club :-) :-) :-)
Fri Feb 27 15:10:33 PST 2015 --  Two words: Jay Alvarrez
Fri Feb 27 10:37:31 PST 2015 --  Guys buying their girlfriends tampons pic.twitter.com/H3LHWe4zW8
Thu Feb 26 20:23:42 PST 2015 --  Smfh BRUH pic.twitter.com/nbR9bhh73d
Thu Feb 26 18:10:00 PST 2015 --  The dress looks black to me. idk.
Thu Feb 26 15:28:30 PST 2015 --  i dont know but it's tearing apart families and friends
Thu Feb 26 08:12:39 PST 2015 --  You pile up enough tomorrows, and you’ll find you’ve collected a lot of empty yesterdays.
Wed Feb 25 23:51:15 PST 2015 --  Anyone know when/where the next cheetah girls concert is?
Wed Feb 25 21:16:35 PST 2015 --  bro I was SO SOBER at that party last night. I was like SOBER OUT OF MY MIND I remember pretty much every detail of the night
Wed Feb 25 21:12:36 PST 2015 --  The closer you live to God, the smaller everything else appears . Rick warren So true .
Wed Feb 25 14:28:52 PST 2015 --  “ @soelsister: when she moody grab da booty” @kelseybear27
Wed Feb 25 12:03:52 PST 2015 --  Talking to people on the phone who don't know English well is by far the most difficult thing
Tue Feb 24 17:08:54 PST 2015 --  *pees clear* *moonwalks away smugly*
Mon Feb 23 09:21:09 PST 2015 --  The voice actors of Mickey Mouse and Minnie Mouse from the 1930s got married in real life. pic.twitter.com/McSMh43qQR
Tue Feb 24 18:17:52 PST 2015 --  “@WHITEPPLVINESS: When Zoey 101 comes on.. https://vine.co/v/Og1M7rVtEFW ” @ShockleeChristy
Tue Feb 24 10:48:04 PST 2015 --  Another thing. Be educated. Or at least aware of what's going on in the world. Our generation is so caught up Social Media it's disgusting.
Tue Feb 24 10:03:04 PST 2015 --  dude that was so tight when you made fun of that person for using the wrong form of “your” haha that was fucking sick. you own.
Sun Feb 22 14:50:51 PST 2015 --  Niggas dropout of school & get a job at McDonald's talking bout "On My Grind" Yeah okay, GRIND me up a Oreo Mcflurry wit yo dumbass
Sun Feb 22 19:04:46 PST 2015 --  sometimes I get sad because I want to say something really funny but I'm the only one that would think it's really funny
Sun Feb 22 19:10:37 PST 2015 --  “ @KardashianReact: Adam Levine? More like Adam LeFINE am I right ladies” not really
Sun Feb 22 19:05:22 PST 2015 --  Would rather watch the dundies
Sat Feb 21 21:55:03 PST 2015 --  “@andiallred: Are you ever just over it? Cause I'm kinda over it.” @tdwezzler but fo reallyz
Sat Feb 21 14:33:25 PST 2015 --  forever wishing we had a Buffalo Wild Wings in WashMo
Sat Feb 21 14:09:47 PST 2015 --  pic.twitter.com/pWlL1DySHp
Wed Feb 18 18:17:11 PST 2015 --  kids my age have children and I'm like wtf i still am a children
Tue Feb 17 23:22:04 PST 2015 --  excited for the day I can watch documentaries all night with my hubby & make him give me foot massages & tell him my fav pick up lines
Wed Feb 18 03:29:04 PST 2015 --  The SDOW will be closed today, February 18th due to poor road conditions in our rural areas and beyond. Not feeling confident, stay safe.
Mon Feb 16 15:26:07 PST 2015 --  The SDOW will be closed on Tuesday, 2/17, due to poor road conditions that are not expected to improve by the morning drive time tomorrow.
Mon Feb 16 10:00:40 PST 2015 --  Robert Downey Jr. and Mike Tyson pic.twitter.com/Znl2Y6b3nS
Sun Feb 15 21:18:54 PST 2015 --  Twitter: please don't let sassy girls delete their tweets after a twitter fight it's so inconvenient for me
Fri Feb 13 23:09:37 PST 2015 --  I think I just heard Cupid on my roof!!! AHHH! Hope he leaves a good boyfriend for me! Preferably one with a man bun and range rover!
Fri Feb 13 12:00:05 PST 2015 --  Love is the catalyst that causes change.
Thu Feb 12 16:41:31 PST 2015 --  February 12th might as well be a national hoilday, hbd to @RonnieSuggs2 and the one and only Cassandra Suggs
Wed Feb 11 19:04:22 PST 2015 --  “ @thenickcolletti: CRINAAAAACK” @kelseybear27
Wed Feb 11 14:47:27 PST 2015 --  When your mom buys you a Toy Story cake when you specifically said Frozen pic.twitter.com/ysTIjt6Slq
Wed Feb 11 08:24:44 PST 2015 --  I hit her wit it #savage pic.twitter.com/h9iwHJkyTo
Wed Feb 11 07:36:25 PST 2015 --  Kanye West said that Taylor Swift and him are planning to go to the studio and work on music together. pic.twitter.com/lf6C1nQl5b
Tue Feb 10 14:52:49 PST 2015 --  I love you B, but... http://www.buzzfeed.com/expresident/why-beck-beat-beyonce?s=mobile …
Mon Feb 09 14:28:08 PST 2015 --  childish gambeano pic.twitter.com/9sn2syDdWI
Mon Feb 09 09:01:18 PST 2015 --  Monday Monday Mondaaayyy
Mon Feb 09 08:35:57 PST 2015 --  @bunnylyal pic.twitter.com/yRhyNQPVCS
Wed Feb 04 21:40:43 PST 2015 --  These are never ending https://vine.co/v/OIpKeXKgjpA 
Sun Feb 08 18:19:28 PST 2015 --  ????!!!!???¿!?!? pic.twitter.com/W4NPHmSLGg
Sun Feb 08 15:40:34 PST 2015 --  The moment you say "I'll just get up early and do it tomorrow," is the moment you have lost.
Sun Feb 08 08:30:59 PST 2015 --  Only miss the Sun when it starts to snow. Only want Chick-fil-A on Sunday when it's frickin' closed. Merica. pic.twitter.com/n2Ahxxh0Pu
Sun Feb 08 09:47:00 PST 2015 --  When women quote Audrey Hepburn and Marilyn Monroe my first thought is always, oh, so you don't read books #cliche #notinspired
Sat Feb 07 12:48:59 PST 2015 --  If you're not driving with your windows down stoked on life today then I'm seriously questioning your sanity
Fri Feb 06 20:45:25 PST 2015 --  pic.twitter.com/0Os3cidNtx
Fri Feb 06 12:29:41 PST 2015 --  just looking for that man who will eat all of the m&ms in trail mix
Fri Feb 06 11:10:14 PST 2015 --  when people glare at you while you're jamming in your car YOU HAVE NO CHILL BRO
Thu Feb 05 17:09:50 PST 2015 --  But I really think if I got a dress months before I would not like it come May #justmedoe
Thu Feb 05 17:08:38 PST 2015 --  Telling everyone to turn down that prom fever when in reality I should probably turn mine up...
Thu Feb 05 10:10:14 PST 2015 --  It's official! Penguin & Puffin Coast re-opens on 3/5 & you'll be nose-to-beak w/ ur favorite waddlers once again. #reunitedanditfeelssogood
Thu Feb 05 02:53:11 PST 2015 --  Due to poor road conditions, especially secondary roads and untreated surfaces, the SDOW will be closed today, 2/5. #snowdaywishgranted
Thu Feb 05 09:16:15 PST 2015 --  https://vine.co/v/bEgImxP7Ygm  @caseyluvsasians
Wed Feb 04 18:14:04 PST 2015 --  if you ain't talking man buns i don't want to talk
Wed Feb 04 16:56:49 PST 2015 --  It's amazing where a good stalking session can take you
Wed Feb 04 14:00:07 PST 2015 --  Everyjuan send me your DECA pics for the DECA video thanks!
Wed Feb 04 04:48:33 PST 2015 --  Mirror got snagged on the bridge #DECAstrong
Wed Feb 04 04:45:57 PST 2015 --  DECA ACCIDENT #2
Tue Feb 03 10:18:10 PST 2015 --  “ @BearsActHuman: When dad tries to make a joke. pic.twitter.com/0naSEVycmQ” @satellitexskin cough gough cough
Tue Feb 03 09:45:52 PST 2015 --  You'll never know how much you actually hate yourself until you read through your Facebook messages in seventh grade
Mon Feb 02 20:02:10 PST 2015 --  GIRLS DONT EVER LET AN EX BOYFRIEND RUIN A GOOD SONG
Sun Feb 01 09:20:44 PST 2015 --  appy berfday arry ♡♡♡ #twentyjuaaannn pic.twitter.com/7myHCCmtvK
Sun Feb 01 09:16:40 PST 2015 --  FEBRUARY
Sat Jan 31 19:00:37 PST 2015 --  I wish I could free all the dogs in the pet stores and watch them run wild and be free and happy!!!!!
Fri Jan 30 12:51:00 PST 2015 --  Mitt Romney is the guy who stops for ice cream, Barack Obama is the guy who says we have ice cream at home.
Fri Jan 30 10:04:39 PST 2015 --  http://ldsliving.com/story/77866-the-day-elvis-presley-attended-early-morning-seminary …
Thu Jan 29 23:29:33 PST 2015 --  I hope long hair on the male gender never goes out of style
Thu Jan 29 20:00:10 PST 2015 --  Brilliant... pic.twitter.com/RFYe4NIeyI
Wed Jan 28 19:52:30 PST 2015 --  pic.twitter.com/c37T5Ik8h2
Wed Jan 28 13:05:46 PST 2015 --  When you're leaving, don't look at your dog through the rear view mirror. You will never smile again
Wed Jan 28 06:59:45 PST 2015 --  Throwback Wednesday? 14 years ago today, the Ravens won their first Super Bowl. pic.twitter.com/eOiDeq4oy8
Tue Jan 27 11:12:34 PST 2015 --  Watch that sloth documentary on natgeo via snapchat discovery though
Tue Jan 27 11:06:29 PST 2015 --  Snapchat
Wed Jan 21 07:52:02 PST 2015 --  K
Mon Jan 26 06:22:30 PST 2015 --  You know it's going to be a good day when you remember to put deodorant on
Sun Jan 25 18:34:11 PST 2015 --  This is what U.S. high school students dressed like in 1969. pic.twitter.com/0gouTyFiu6
Sun Jan 25 16:40:48 PST 2015 --  Do you ever zone out while you're driving and then magically end up at your destination?
Sat Jan 24 12:30:13 PST 2015 --  The Office pic.twitter.com/CN9UuIkVfn
Fri Jan 23 11:48:14 PST 2015 --  Having gym class with your best friend is like 50 minutes of Christmas everyday
Fri Jan 23 11:08:19 PST 2015 --  Always cool when you find someone with a weird same interest as you
Fri Jan 23 05:59:51 PST 2015 --  Chase your dreams pic.twitter.com/y5peqzws8p
Fri Jan 23 03:54:07 PST 2015 --  “ @zaynmalik: Just can't live that negative way.... Make way for the positive day -positive vibration ” thnx zayn
Wed Jan 21 23:31:24 PST 2015 --  work now, party the rest of your life party now, work the rest of your life
