Sat Aug 29 08:36:02 PDT 2015 --  Buenos días orgullo de su nación.
Thu Aug 27 07:52:29 PDT 2015 --  We're the coolest people in McDonald's shhhh shhh
Thu Aug 27 07:51:57 PDT 2015 --  Another thing i'd like to do.
Thu Aug 27 07:51:28 PDT 2015 --  Psychomedicine.
Thu Aug 27 07:50:57 PDT 2015 --  Besos en el cuello del lado derecho porque de ese lado en el cerebro, atrás, quedan los receptores de dolor y placer. Gratis. De mí para uds
Thu Aug 27 07:49:18 PDT 2015 --  Don't put your shit on me.
Thu Aug 27 07:47:55 PDT 2015 --  Por eso es que spanglish es lo que tal.
Thu Aug 27 07:47:31 PDT 2015 --  En inglés hay palabras que describen acciones que en español ni idea.
Thu Aug 27 07:47:00 PDT 2015 --  Nibble you ear.
Thu Aug 27 07:45:53 PDT 2015 --  Qué rico es susurrarle "eres mía" al oído y luego pasarle la punta de la lengua. #Tip
Mon Aug 17 04:40:23 PDT 2015 --  Cara Delevingne photographed by Quentin De Briey pic.twitter.com/NIQfvmZ0G2
Thu Aug 27 07:40:45 PDT 2015 --  Mulán. Qué buena película. Gender equality.
Thu Aug 27 07:35:51 PDT 2015 --  https://youtu.be/a75sPGWEBAI  Música pa gente grande.
Thu Aug 27 07:31:41 PDT 2015 --  Me pregunto cuánto valgo. Nunca cuánto cuesto.
Wed Aug 26 20:43:23 PDT 2015 --  . @fnhot1 @totalsmokeshow @erotic_pic @tanyasmith2010 @TheDirtyRichard @cumguyguy @KayaBrz @tsepone @miavianet pic.twitter.com/QMc4lEiFf9
Wed Aug 26 20:41:50 PDT 2015 --  . @fnhot1 @Foxxy_Liby @iStan69 @vintagesnapz @_porn_pics @cumcumlover @DrRichardRotten @miavianet @FranceNympho pic.twitter.com/wlBML4D3YE
Wed Aug 26 12:13:32 PDT 2015 --  Bae: Can I ask you a question? Me: Sure bae shoot Bae: How much do you love me? Me: http://vine.co/v/eAK06wYPav9 
Thu Aug 27 07:29:38 PDT 2015 --  Asshole. Don't kill him. Let him suffer. https://twitter.com/cnni/status/636907802196180992 …
Thu Aug 20 14:37:28 PDT 2015 --  breaking news i dont care
Tue Aug 25 21:41:06 PDT 2015 --  Squad goals pic.twitter.com/0JJL9IIW7I
Thu Aug 27 07:21:10 PDT 2015 --  https://youtu.be/WKj3XoE_fyE  Lil Supa - Valórate Para ellas. Para ellos. De mí.
Thu Aug 27 07:18:27 PDT 2015 --  Nada peor que hacer las cosas con arrechera porque sientes que el de al lado te lleva la delantera. No compitan, lideren con su ejemplo.
Thu Aug 27 07:11:38 PDT 2015 --  Kiss you here touch you there, hanky panky!
Thu Aug 27 07:06:20 PDT 2015 --  Kristen Stewart's Next Role Will Be Playing an Actress Who's Playing Coco Chanel http://bit.ly/1LD3wu8  pic.twitter.com/5UP5ZMzlua
Thu Aug 27 07:05:23 PDT 2015 --  Pide más le doy más no me conforrrrrmo.
Thu Aug 27 07:04:54 PDT 2015 --  Una estrella de porno. No se quita la ropa interior se la deja de adorno!
Thu Aug 27 07:00:15 PDT 2015 --  https://youtu.be/PP94HAPYi-o  Dos coronitas y la mitad de un leño. Grita duro que al vecino yo lo soborno!
Thu Aug 27 06:55:18 PDT 2015 --  https://youtu.be/zE6coGpmwnQ  @daddy_yankee Ft. @JAlvarezFlow -El Amante
Thu Aug 27 06:40:12 PDT 2015 --  American breakfast club. pic.twitter.com/ea7zj9CpQh
Thu Aug 27 06:23:39 PDT 2015 --  Fully automatic all purpose pencil. #MyBook #psychology
Thu Aug 27 04:48:51 PDT 2015 --  Ain't nobody's business but mine and my baby's
Wed Aug 26 23:29:44 PDT 2015 --  Snapchat: BestBaddies pic.twitter.com/gNZSavoppn
Tue Aug 25 04:02:23 PDT 2015 --  pic.twitter.com/dEvUjtYOJW
Thu Aug 27 06:08:01 PDT 2015 --  Mr. Trump is entitled to his own opinion, but not his own facts. http://onforb.es/1PQo7K4  pic.twitter.com/sc6AH6CNt7
Wed Aug 26 19:12:44 PDT 2015 --  OH MY GOD THIS IS SO ACCURATE pic.twitter.com/6EsXrigoeR
Thu Aug 27 05:52:43 PDT 2015 --  #ᎡᎢ & #FᎾᏞᏞᎾᏔ GOOD MORNING MYSUNSHINE #ᎾNᏞY_ᏟᎻᏆᏟᎪᏚ pic.twitter.com/T72d4K5gO8
Thu Aug 27 06:07:18 PDT 2015 --  ...para todo mal y todo bien, también. via @_pattylla
Thu Aug 27 06:04:32 PDT 2015 --  So.. Instead of "Don't lie to me" say "Tell me the truth and nothing but the truth" America. -A #psychology
Thu Aug 27 06:01:18 PDT 2015 --  It's better and way more positive to say "keep quiet" instead of "don't talk" We like to do what they tell us we shouldn't. -A #psychology
Thu Aug 27 05:59:29 PDT 2015 --  Don't lie.
Thu Aug 27 05:50:51 PDT 2015 --  Brilliant idea.. pic.twitter.com/lpS3dJ1bwB
Wed Aug 26 21:19:49 PDT 2015 --  pic.twitter.com/SPHDEg4LDN
Wed Aug 26 22:13:05 PDT 2015 --  Y al contrario y viceversa, y en la buena y en la adversa, del derecho y del revés, tú primero, el mundo después.
Wed Aug 26 12:15:09 PDT 2015 --  Cuando una pareja se besa, estimula la parte del cerebro que libera oxitocina, hormona que influye en el proceso del enamoramiento.
Thu Aug 27 05:45:48 PDT 2015 --  Fuck spelling
Thu Aug 27 05:45:14 PDT 2015 --  They aren't playing bro they're doing their job, and fuck no, they're not afraid.
Thu Aug 27 05:44:20 PDT 2015 --  Con chalecos antibalas, yuquísimas, encubierto, con 3 juegos de esposas, tazers y unas handguns más grandes que mi brazo
Thu Aug 27 05:36:48 PDT 2015 --  Creo que voy a terminar siendo policía. Demasiado arrecho ese trabajo.
Thu Aug 27 05:36:26 PDT 2015 --  Hay 2 Sheriff de los vestidos de verde como militares tocando la puerta de un apartamento, a 10 metros de mi. I love this.
Thu Aug 27 05:34:53 PDT 2015 --  You're disrespectful? Go get a warrant. Break my fucking nose if you want I'm recording and you're going on Channel 7 News if you do so.
Thu Aug 27 05:32:07 PDT 2015 --  I would piss of a cop so much by being uncooperative with him if he's disrespectful with me, I hate that so much.
Thu Aug 27 05:29:20 PDT 2015 --  -A
Thu Aug 27 05:28:48 PDT 2015 --  Abusive parents. It's a chain. The change in the world starts with the man in the mirror.
Thu Aug 27 05:28:11 PDT 2015 --  To get over their insecurities. Insecurities that exist in them because either they were bullied when they were kids or they were raised by
Thu Aug 27 05:26:39 PDT 2015 --  I think being a cop is for responsable badasses who like things done right with fairness and equality, nonetheless some cops just enroll
Thu Aug 27 05:24:02 PDT 2015 --  We gon do it by any plan and any mean and strategy.. 'Cause.. I got to keep on walking! On the road to Zion man.
Thu Aug 27 05:23:08 PDT 2015 --  Instead of broken dreams and tragedies.
Thu Aug 27 05:22:45 PDT 2015 --  Police whe abuse them autority.
Thu Aug 27 05:21:19 PDT 2015 --  https://youtu.be/jy-3RzmF_NU  Some cops are racists. Hate that shit. See the video and laugh in the face of cops who don't do a good job.
Thu Aug 27 05:11:33 PDT 2015 --  9/11 survivor shown covered in dust in iconic photo has died of stomach cancer at 42: http://abcn.ws/1MVrZeC  pic.twitter.com/GMAXAqz6ov
Thu Aug 27 05:11:46 PDT 2015 --  The man accused of bombing a U.S. military base in 1996 has been captured: http://cnn.it/1EkzWXN  pic.twitter.com/iZggNhKrVF
Thu Aug 27 05:13:50 PDT 2015 --  Feminism is a fucking joke.
Thu Aug 27 05:11:30 PDT 2015 --  Gender equalitarism.
Wed Jul 22 20:35:04 PDT 2015 --  We do..just not for spagetti pic.twitter.com/97znL7pPpE
Fri Jul 24 18:05:22 PDT 2015 --  Hoes be like pic.twitter.com/yyzgYVuM1d
Fri Jul 24 20:35:10 PDT 2015 --  when your girl is in the mood but you remember you haven't fed your tamagotchi in 15 years pic.twitter.com/XdXyG8u14C
Tue Aug 04 18:05:05 PDT 2015 --  truuuuuu pic.twitter.com/VS92HydgnY
Wed Aug 05 10:32:04 PDT 2015 --  when girls are on their periods pic.twitter.com/VwcqbC8RWc
