Thu Aug 27 10:25:36 PDT 2015 --  Well deserved!! https://twitter.com/FCBarcelona/status/636946297036087296 …
Wed Mar 18 01:48:03 PDT 2015 --  #WorldCup2015: De Kock leads #SA charge vs #SL with 5th fifty. Proteas need 38 off 37 overs.
Sun Mar 15 05:10:04 PDT 2015 --  2 Indonesia planes crash at air show practice http://timesofindia.indiatimes.com/world/rest-of-world/2-Indonesia-planes-crash-at-air-show-practice-pilots-safe/articleshow/46573511.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia …
Fri Mar 13 22:06:57 PDT 2015 --  Australian scientists have used music to attract Great White Sharks, and have found they are particularly drawn to AC/DC's "Back In Black".
Fri Mar 13 22:05:30 PDT 2015 --  We think @ChennaiIPL 's @ashwinravi99 and our #dilliboy #Shami could be India's big game bowlers.. Great consistency in the #CWC15
Fri Mar 13 21:48:05 PDT 2015 --  All smiles from our Paltan! :) Weekends here, its match-day, what better than this! #HumHaiIndians #CWC15 #INDvZIM pic.twitter.com/nqckCl3LpB
Fri Mar 13 21:57:49 PDT 2015 --  All smiles from our Paltan! :) Weekends here, its match-day, what better than this! #HumHaiIndians #CWC15 #INDvZIM
Fri Mar 13 21:42:00 PDT 2015 --  #CWC15: India is the only team to bowl out all its 6 opponents in the pool stage. New Zealand did it 5 times http://ow.ly/KjY01 
Fri Mar 13 21:47:16 PDT 2015 --  This is the 6th time in #WorldCup2015 that #IND bowlers have bowled out opposition
Fri Mar 13 00:06:56 PDT 2015 --  Bangladesh need wickets now. New Zealand well past the halfway mark in overs far fewer than half.
Thu Mar 12 02:11:56 PDT 2015 --  Going viral: Zlatan Ibrahimovic calls Chelsea players 'babies' http://goo.gl/Yn39BF  pic.twitter.com/pJLODaROlL
Tue Mar 10 20:56:05 PDT 2015 --  " @psychologicaI: Chocolate kills cancer cells." The ultimate solution of everything: Chocolate.
Tue Mar 10 20:44:18 PDT 2015 --  People who laugh more are able to tolerate pain better, both physical and emotional.
Tue Mar 10 20:43:52 PDT 2015 --  “If you can’t explain it to a six year old, you don’t understand it yourself.” - Albert Einstein
Tue Mar 10 20:43:28 PDT 2015 --  Intelligent people tend to care less about the opinions of others, they also enjoy being alone because of great sense of self.
Tue Mar 10 03:56:41 PDT 2015 --  50 wickets,5 victories and in-form openers – just what we need before the #CWC15 quarter finals! Let’s go Team India. pic.twitter.com/WQFWYwp3pM
Tue Mar 10 03:53:26 PDT 2015 --  Delhi court discharges top Lashker-e-Taiba bomb expert Abdul Karim Tunda in a 21-year-old case under TADA and other offences. NEWS FLASH
Tue Mar 10 03:57:10 PDT 2015 --  " @TIME: This Indonesian house is for sale and comes with a wife http://ti.me/1GmBk89 "
Tue Mar 10 03:39:20 PDT 2015 --  Apple targeted by CIA spies for years, say new Snowden documents http://theverge.com/e/7945572  pic.twitter.com/SzRX3njZbX
Mon Mar 09 23:12:41 PDT 2015 --  Which of the openers will hit a ton today? Or will it be both, and if so who will get there first? #IndVsIre #CWC15 #HumHaiIndians
Mon Mar 09 23:08:13 PDT 2015 --  French Olympians filming reality TV survival show killed in helicopter crash in Argentina http://www.telegraph.co.uk/news/worldnews/southamerica/argentina/11460541/French-Olympians-filming-reality-TV-survival-show-killed-in-helicopter-crash-in-Argentina.html … pic.twitter.com/RsNO3fvtjj
Mon Mar 09 23:07:45 PDT 2015 --  And Dhawan is on roll!! #IndVsIre #HumHaiIndians #CWC15
Mon Mar 09 23:04:42 PDT 2015 --  FIFTY for Dhawan!!! #HumHaiIndians #CWC15 #INDvIRE pic.twitter.com/7OgPvzYKCn
Mon Mar 09 23:03:17 PDT 2015 --  Good going India, a great start to finish the game in a fashioned way #INDvsIRE#CWC15 #HumHainIndians
Mon Mar 09 22:59:41 PDT 2015 --  #CWC15: 100 comes up for India in 14.1 overs against India (Target 260). Rohit 42*, Dhawan46*.
Fri Mar 06 22:17:27 PST 2015 --  Dhritarashtra produced 100 from 2 balls. Misbah can produce 2 from 100 balls.
Mon Mar 02 04:24:31 PST 2015 --  AB de Villiers' last 3 ODI innings against West Indies 330 runs off 135 balls, SR 244.44. That is 330 runs in about 22 overs!! #cwc15
Sat Feb 28 02:55:51 PST 2015 --  Btw India win. MOM : Dinner break (lasted longer than any other batsman)
Sat Feb 28 02:43:03 PST 2015 --  Jaitley unveils #Budget2015 that aims to ramp up growth; Oppn says it's 'dhanwapsi' programme http://read.ht/o6A  pic.twitter.com/9k2psqKjUV
Fri Oct 10 03:41:16 PDT 2014 --  HOW TO GAIN 5OO FOLLOWERS NOW: 1. FOLLOW @Lmao 2. Retweet This Tweet 3. Wait 30 minutes pic.twitter.com/s7FS0ncTO3
Sat Feb 28 02:18:33 PST 2015 --  FACEBOOK WALL: Reactions to Arun Jaitley's #UnionBudget2015 http://goo.gl/tEKcNd  (via @ajayendar, @ashwinskumar) pic.twitter.com/RrylYzPimG
Sat Feb 28 02:10:13 PST 2015 --  We're on our way to a massive victory, aren't we? #WontGiveItBack #INDvsUAE
Sat Feb 28 02:05:10 PST 2015 --  Oh come on! With just 15 runs needed for victory, we have the innings break. Silly. Silly. Silly. Finish it. #INDvsUAE
Sat Feb 28 01:15:39 PST 2015 --  In this budget,Gold has been converted into a productive asset. Have your own Gold Bonds and Gold Coins rather than smuggled from overseas..
Fri Feb 27 22:38:08 PST 2015 --  IIT related proposals: Shri @arunjaitley #बजट2015 #UnionBudget2015 #SabkaBudget #Budget2015 pic.twitter.com/ATdyDjRAS3
Sat Feb 28 01:09:12 PST 2015 --  The soul of ISM Dhanbad entering a new body of IIT Dhanbad. #Rebirth #StartOfANewEra #IITDhanbad
Fri Feb 27 23:04:07 PST 2015 --  #BudgetwithHT | Cigarette, pan masala to be costlier: Jaitley #Budget2015 LIVE: http://read.ht/o54 
Fri Feb 27 22:58:49 PST 2015 --  #ISMDhanbad to be converted to #IITDhanbad , Proud moment for all the #ISMites
Fri Feb 27 22:54:55 PST 2015 --  So wealth tax is gone and replaced with a 2 % surcharge of income above 1 crore. @arunjaitley budget deftly straddling left and right
Fri Feb 27 22:51:53 PST 2015 --  FM Arun Jaitley abolishes wealth tax and replaces it with additional 2% surcharge on income of Rs 1 Crore #SuperBudget
Fri Feb 27 22:49:01 PST 2015 --  IIT coacing institutes in Kota to be converted into IIT. #SuperBudget
Sun Feb 22 12:03:48 PST 2015 --  " @9GAG: College: where you're not sure whether you're more scared to check blackboard or your bank account"
Sun Feb 22 12:03:35 PST 2015 --  Feeling sick, this cold is blowing my brains out. Help me @God.
Sun Feb 22 09:32:09 PST 2015 --  " @Itswiselearning: No matter how hard it is, just keep going because you only fail when you give up."
Sun Feb 22 09:31:43 PST 2015 --  No matter how hard it is, just keep going because you only fail when you give up.
Sun Feb 22 09:27:45 PST 2015 --  That moment when you randomly feel depressed for no apparent reason may indicate that you're actually missing someone.
Sun Feb 22 09:26:56 PST 2015 --  while taking a shower, you spend 5% of your time washing yourself, 95% reflecting and thinking about your entire life...
Sun Feb 22 03:08:06 PST 2015 --  Shikhar Dhawan shares his Player of the Match with the huge number of Indian fans at the @MCG #cwc15 #INDvSA pic.twitter.com/1I7ZJxVU1S
Sun Feb 22 03:07:54 PST 2015 --  Every team's allowed to have one off day.I think India can get better and better now: Ricky Ponting #KingsOfCricket http://ibnlive.in.com/livetv/ 
Sun Feb 22 03:07:01 PST 2015 --  God has spoken. Over to you ICC. "Encourage more teams to participate in World Cup": Tendulkar http://bit.ly/1EiDGpZ  pic.twitter.com/zNMq8JVP6M
Sun Feb 22 03:06:26 PST 2015 --  AB: No excuses at the end of the day. We should have played better. That is the end of the story #SAvIND Live http://bit.ly/17mxDE3 
Sun Feb 22 03:01:07 PST 2015 --  India thrashing the biggest contenders of CWC 15 in a great fashion. Now, there's a hope for India in this world cup. #WontGiveItBack
Sun Feb 22 02:57:35 PST 2015 --  Shikhar Dhawan undoubtedly takes away the player of the match title #IndvsSA #Powerplay2015 pic.twitter.com/gx7Ec8ZgjQ
Wed Feb 04 01:26:42 PST 2015 --  One of the sweetest things you could tell your girlfriend http://twitter.com/TheBossGal/status/562904658268921857/photo/1pic.twitter.com/SYyFBW8mzR 
Wed Feb 04 01:23:25 PST 2015 --  Feelings that come back are feelings that never left.
Sat Jan 31 20:02:36 PST 2015 --  Humans are the only creatures on earth that will cut down trees, make paper and then write, "SAVE TREES" on them.
Sat Jan 31 20:00:54 PST 2015 --  You only live once is literally a false statement. You live everyday, you only die once.
Sat Jan 31 19:58:03 PST 2015 --  Men have nipples because everyone is a female until the Y chromosome kicks in. You were all girl embryos.
Sat Jan 31 19:57:11 PST 2015 --  If you want something you've never had, then you have to do something you've never done.
Mon Jan 26 23:19:42 PST 2015 --  Facebook and Instagram suffer widespread outage: http://on.wsj.com/1z4Ezz5  $FB
Sat Nov 15 10:46:11 PST 2014 --  Hold my beer while I impress this girl pic.twitter.com/DInchxVX8H
Mon Jan 26 23:12:26 PST 2015 --  Summary of Obama visit- -Michelle's dress -Modi's suit -Saffron shawl -BSF Bikers -Allow propagating religion. Nothing else of note
Mon Jan 26 23:14:32 PST 2015 --  Facebook not up yet. It seems like a tsunami in the Facebook HQ. #facebookdown
Mon Jan 26 23:10:35 PST 2015 --  Meanwhile at Facebook HQ #facebookdown pic.twitter.com/NJtwjpJ44e
Mon Jan 26 23:04:52 PST 2015 --  " #RIPCommonMan: This was RK Laxman's last toon. A tribute to @isro's success with the Mars Mission @ibnlive pic.twitter.com/ozo9MbLIXo"
Mon Jan 26 22:53:59 PST 2015 --  IRCTC is up & working. India 1 USA 0
Mon Jan 26 22:54:25 PST 2015 --  Facebook and Instagram down at the moment; people flooding Twitter asking for reasons http://bit.ly/1BtA024  pic.twitter.com/AJnsHwZ9ub
Fri Nov 21 21:54:32 PST 2014 --  Psychology says, If you still talk about it, you still care. If it still hurts, you still care.
Thu Dec 25 08:35:31 PST 2014 --  The world does not produce sorrow in your life. Your wrong relationship with it does.
Mon Jul 14 18:47:36 PDT 2014 --  @u_miss_n_i_hit Never hang out an enemy's dirty laundry in public if you can tie him up in it like a strait jacket in private.
Tue Jul 08 11:17:50 PDT 2014 --  @u_miss_n_i_hit I sang with them! I thought I had no time, but singing with those little people? Way more fun than tort law.
Tue Jul 08 11:08:17 PDT 2014 --  @u_miss_n_i_hit Rare 20min of quiet b4 class, & a sing-along for toddlers begins at the cafe. Should I cry, run, or join in? #sotired
Wed Jul 09 07:00:19 PDT 2014 --  @u_miss_n_i_hit Are you a binge watcher or a current-season-watcher?
Wed Jul 09 07:36:15 PDT 2014 --  @u_miss_n_i_hit Who says you have to choose? Why not binge-watch multiple current seasons?
Thu Jul 10 06:00:18 PDT 2014 --  @u_miss_n_i_hit What do the cherry blossoms tell us? Llife is beautiful? Life is short? Enjoy the corner office?
Wed Jul 09 07:30:52 PDT 2014 --  you have a beautiful country, wonderful people and amazing footballers-this match may not destroy your pride! #Brasil pic.twitter.com/lI2TXeVCUY
Tue Jul 08 14:23:20 PDT 2014 --  somehow #cesar saving it #BRAGER
Tue Jul 08 14:08:31 PDT 2014 --  not even nw?? :O #BRAGER
Tue Jul 08 13:41:02 PDT 2014 --  And then there was one. During the madness, #Klose tops the all-time #WorldCup goal scoring list. Congrats! #Legend pic.twitter.com/SE2QRMqqsg
Tue Jul 08 13:33:22 PDT 2014 --  a gang bang for the brazilians.. #BrazilvsGermany
Tue Jul 08 13:23:50 PDT 2014 --  finally!! #klose doing it..
Tue Jul 08 13:11:16 PDT 2014 --  GOAL! #Muller gives #GER the lead! 1-0 pic.twitter.com/ePhpgvGGGF
Tue Jul 08 13:04:18 PDT 2014 --  Live: Miroslav Klose has tonight become the first player to play in four #WorldCup semi-finals. http://ow.ly/yVqwU  #WorldsCup #BRAvsGER
Tue Jul 08 12:35:02 PDT 2014 --  GLOBAL STADIUM: The doors are open so #joinin with our #worldcup coverage of #BRAGER SF - http://fifa.to/1zn0JwW  pic.twitter.com/1qQJbzOAgP
Tue Jul 08 12:35:09 PDT 2014 --  no @neymarjr no @thiagosilvaoff god help #BRA #BRAvsGER
Tue Jul 08 12:04:16 PDT 2014 --  the future.. https://pbs.twimg.com/media/BorC0_mIQAEwOK7.jpg …
Tue Jul 08 11:57:37 PDT 2014 --  #BRA :Cesar;Maicon,Luiz,Dante, Marcelo; Fernandinho, Gustavo, Bernard, Oscar, Hulk, Fred. #BRAvsGER
Tue Jul 08 11:53:21 PDT 2014 --  #GER LINE-UP: Neuer, Hoewedes, Hummels, Khedira, Schweinsteiger, Ozil, Klose, Muller, Lahm (c), Kroos, Boateng #WorldsCup #BRAvsGER
