Wed Jul 29 12:56:01 PDT 2015 --  Yesterday shoulda never happened
Wed Jul 01 11:25:25 PDT 2015 --  Khris Middleton has agreed to a 5 year, $70 million deal with the Milwaukee Bucks.
Tue Jun 30 19:03:21 PDT 2015 --  Thank you so much for all your support guys! #HAHN
Tue Jun 30 18:15:07 PDT 2015 --  Thank you boo!!! #HAHN https://twitter.com/kellyrowland/status/616051978012098560 …
Wed Jul 01 11:05:25 PDT 2015 --  That album was gold 🏾
Wed Jul 01 10:05:18 PDT 2015 --  Today in 2003 @Ashanti drops her second album, "Chapter II" on Murder Inc/Def Jam pic.twitter.com/2SFeUFnyU2
Wed Jul 01 08:07:53 PDT 2015 --  Always believe that something wonderful is about to happen.
Sun Jun 28 11:56:33 PDT 2015 --  Lakers are reportedly willing to trade D'Angelo Russell in a potential DeMarcus Cousins deal http://ble.ac/1NqQE7c  pic.twitter.com/PWqyTM4Pl8
Tue Jun 30 20:28:17 PDT 2015 --  https://vine.co/v/eJLxaOivvbn 
Tue Jun 30 22:10:13 PDT 2015 --  Lmaooooo I really don't know what I want 🏿
Tue Jun 30 22:08:14 PDT 2015 --  I told myself to give this nigga a try
Tue Jun 30 18:16:19 PDT 2015 --  Black Twitter when we get a racist fired http://twitter.com/_B_Atch/status/616052006638071808/photo/1pic.twitter.com/DnpSoe1cfd 
Tue Jun 30 20:42:18 PDT 2015 --  Church's just spontaneously combusting? That don't add up pic.twitter.com/F3F6MUVp1r
Tue Jun 30 20:02:12 PDT 2015 --  If #isis set a trash can on fire in the United States, you can be sure there would be media coverage #WhoIsBurningBlackChurches
Tue Jun 30 21:24:02 PDT 2015 --  With the Anthony Davis extension, this is what New Orleans can look forward to for the next five years... pic.twitter.com/zhqyQcAO24
Tue Jun 30 21:38:47 PDT 2015 --  BREAKING: Spurs and Kawhi Leonard agree to 5-year contract worth $90 million. (via ESPN and multiple reports.) pic.twitter.com/qitk3oAzdP
Tue Jun 30 19:47:02 PDT 2015 --  There is no race war. Black folk AINT out here looking for whites folks to murder or white churches to burn down. This is terrorism.
Tue Jun 30 19:50:11 PDT 2015 --  When you see your ex in the crowd https://vine.co/v/hPJt3M15veg 
Tue Jun 30 19:00:16 PDT 2015 --  pic.twitter.com/zldmQtjlAm
Tue Jun 30 19:00:06 PDT 2015 --  Remember that God has a plan. That's all you need to know.
Tue Jun 30 19:00:27 PDT 2015 --  #HAHN
Tue Jun 30 18:39:34 PDT 2015 --  Y'all can debate PWI/HBCU all day long, but the fact of the matter is, most of us still 🏾 owe🏾Sallie🏾Mae pic.twitter.com/1IhvRuGhO9
Tue Jun 30 18:39:36 PDT 2015 --  How many PWI's denied you for you to be this bitter? Give it a rest boo, we woke too. https://twitter.com/anti_intellect/status/615990967213015040 …
Tue Jun 30 18:39:26 PDT 2015 --  My smoothies be too bomb and healthy at the same damn time
Tue Jun 30 18:24:21 PDT 2015 --  I totally forgot about #HAHN
Tue Jun 30 18:13:31 PDT 2015 --  About to catch my girl @iamtikasumpter on #HAHN
Sun May 04 18:39:39 PDT 2014 --  Stop telling twitter how much you love your boyfriend and go bust it open for that nigga
